address,district,rooms,size,level,max_levels,price,lat,lng,price_per_sqm
"город Ташкент, Chilonzor район, Чиланзар квартал 20Д",Chilonzor,2,65.0,9,9,31500,41.2657122,69.1819609,484.61538461538464
"город Ташкент, Yashnobod район, Садыка Азимова (Жуковского) ",Yashnobod,3,75.0,6,9,86000,41.3052221,69.2898134,1146.6666666666667
"город Ташкент, Yunusobod район, Юнусабад 13-й квартал",Yunusobod,4,96.0,1,9,75000,41.3692799,69.2981832,781.25
"город Ташкент, Yunusobod район, Юнусабад 15-й квартал",Yunusobod,3,67.0,4,4,40000,41.3776023,69.3041431,597.0149253731344
"город Ташкент, Yakkasaroy район, Шота Руставели",Yakkasaroy,2,83.0,4,8,77000,41.2911414,69.2601933,927.710843373494
"город Ташкент, Olmzor район, 30-й тупик Сагбан",Olmzor,2,58.0,6,8,42000,41.3305443,69.2347072,724.1379310344828
"город Ташкент, Chilonzor район, Чиланзар-20",Chilonzor,1,37.0,3,4,26000,41.259418,69.1804708,702.7027027027027
"город Ташкент, Mirobod район, Госпитальный",Mirobod,5,112.0,6,9,90000,41.295316,69.275364,803.5714285714286
"город Ташкент, Mirobod район, Госпитальный",Mirobod,3,85.0,3,9,82999,41.295316,69.275364,976.4588235294118
"город Ташкент, Chilonzor район, Чиланзар 19-й квартал",Chilonzor,3,98.0,2,7,71000,41.2710841,69.1849411,724.4897959183673
"город Ташкент, Chilonzor район, Чиланзар 19-й квартал",Chilonzor,2,63.0,8,9,50000,41.2710841,69.1849411,793.6507936507936
"город Ташкент, Chilonzor район, Чиланзар 18-й квартал",Chilonzor,2,47.0,2,4,33000,41.2729489,69.1916465,702.1276595744681
"город Ташкент, Chilonzor район, Чиланзар 18-й квартал",Chilonzor,1,39.0,4,4,23000,41.2729489,69.1916465,589.7435897435897
"город Ташкент, Chilonzor район, Чиланзар 17-й квартал",Chilonzor,2,60.0,5,9,50000,41.271386,69.1961168,833.3333333333334
"город Ташкент, Mirzo Ulugbek район, Корасув6",Mirzo Ulugbek,1,22.0,2,3,15000,41.3380839,69.3789461,681.8181818181819
"город Ташкент, Uchtepa район, Чиланзар-15",Uchtepa,4,100.0,5,5,44000,41.2953086,69.182706,440.0
"город Ташкент, Mirobod район, Ойбек",Mirobod,3,78.0,2,4,76000,41.2983828,69.2730715,974.3589743589744
"город Ташкент, Uchtepa район, Чиланзар 15-й квартал",Uchtepa,1,40.0,2,5,30500,41.2953086,69.182706,762.5
"город Ташкент, Uchtepa район, Чиланзар 14-й квартал",Uchtepa,3,67.0,1,4,45000,41.2962523,69.1909015,671.6417910447761
"город Ташкент, Mirobod район, Ул Саида Барака",Mirobod,3,70.0,4,4,58500,41.2981824,69.2837907,835.7142857142857
"город Ташкент, Uchtepa район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Uchtepa,4,91.0,4,4,52500,41.2902787,69.1839655,576.9230769230769
"город Ташкент, Uchtepa район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Uchtepa,3,76.0,3,4,51000,41.2902787,69.1839655,671.0526315789474
"город Ташкент, Uchtepa район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Uchtepa,3,63.0,4,4,35500,41.2902787,69.1839655,563.4920634920635
"город Ташкент, Uchtepa район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Uchtepa,3,70.0,1,4,63000,41.2902787,69.1839655,900.0
"город Ташкент, Uchtepa район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Uchtepa,2,70.0,4,5,40000,41.2902787,69.1839655,571.4285714285714
"город Ташкент, Mirobod район, ЦУМ (Ц-7) ",Mirobod,4,208.0,7,8,208000,41.3086111,69.2691667,1000.0
"город Ташкент, Uchtepa район, Чиланзар 11-й квартал",Uchtepa,3,65.0,3,4,51000,41.2770171,69.1909015,784.6153846153846
"город Ташкент, Mirobod район, Госпитальный",Mirobod,3,110.0,4,6,295000,41.295316,69.275364,2681.818181818182
"город Ташкент, Yashnobod район, Элбек",Yashnobod,4,86.0,3,4,78000,41.2960584,69.3160808,906.9767441860465
"город Ташкент, Mirobod район, 3-й проезд Абдуллы Каххара",Mirobod,3,115.0,8,9,87000,41.2843902,69.2585422,756.5217391304348
"город Ташкент, Mirzo Ulugbek район, Кары-Ниязи",Mirzo Ulugbek,3,100.0,2,6,110000,41.3242397,69.2982672,1100.0
"город Ташкент, Yunusobod район, Осиё",Yunusobod,2,50.0,2,3,35500,41.325724,69.2942285,710.0
"город Ташкент, Chilonzor район, площадь Дружбы Народов",Chilonzor,2,58.0,6,9,45500,41.3102239,69.2411909,784.4827586206897
"город Ташкент, Olmzor район, Тансыкбаева",Olmzor,3,91.0,2,7,37000,41.3654815,69.2042191,406.5934065934066
"город Ташкент, Mirobod район",Mirobod,3,182.0,4,7,250000,41.2758912,69.2937133,1373.6263736263736
"город Ташкент, Chilonzor район, 2 квартал улица чупон ота",Chilonzor,3,93.0,7,9,50562,41.2788539,69.2177163,543.6774193548387
"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",Mirzo Ulugbek,3,80.0,5,5,39000,41.3292204,69.3473509,487.5
"город Ташкент, Mirzo Ulugbek район, Ялангач",Mirzo Ulugbek,2,50.0,1,4,30000,41.3606566,69.3548004,600.0
"город Ташкент, Mirzo Ulugbek район, Зиёлилар",Mirzo Ulugbek,2,40.0,1,3,26000,41.3373845,69.329196,650.0
"город Ташкент, Mirzo Ulugbek район, Феруза-2",Mirzo Ulugbek,2,60.0,2,4,36000,41.3550649,69.3585936,600.0
"город Ташкент, Mirzo Ulugbek район, Городок Тракторостроителей 2-й квартал",Mirzo Ulugbek,2,45.0,1,4,36000,41.3292204,69.3473509,800.0
"город Ташкент, Yunusobod район, Юнусабад 5-й квартал",Yunusobod,3,74.0,5,5,40500,41.3615759,69.2747161,547.2972972972973
"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,2,40.0,5,5,31500,41.3215876,69.3230626,787.5
"город Ташкент, Yashnobod район, Истикбол",Yashnobod,3,80.0,6,9,80000,41.3052026,69.2856753,1000.0
"город Ташкент, Uchtepa район, Чиланзар 11-й квартал",Uchtepa,1,34.0,4,4,22000,41.2770171,69.1909015,647.0588235294117
"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",Chilonzor,2,67.0,1,6,46000,41.2829494,69.1968618,686.5671641791045
"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",Chilonzor,4,115.0,5,6,89000,41.2829494,69.1968618,773.9130434782609
"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",Chilonzor,3,111.0,5,6,85000,41.2829494,69.1968618,765.7657657657658
"город Ташкент, Chilonzor район, 1-й проезд Катта Чиланзар",Chilonzor,2,48.0,4,4,35000,41.2907835,69.2361597,729.1666666666666
"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",Mirzo Ulugbek,3,78.0,5,5,39000,41.3292204,69.3473509,500.0
"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",Chilonzor,3,68.0,4,4,45000,41.2901628,69.1968618,661.7647058823529
"город Ташкент, Yakkasaroy район, Мирабад",Yakkasaroy,3,75.0,6,9,80000,41.2758912,69.2937133,1066.6666666666667
"город Ташкент, Mirzo Ulugbek район, Феруза-2",Mirzo Ulugbek,2,44.0,3,4,31000,41.3550649,69.3585936,704.5454545454545
"город Ташкент, Yunusobod район, Минор",Yunusobod,3,90.0,4,4,55000,41.3298867,69.2803036,611.1111111111111
"город Ташкент, Mirzo Ulugbek район, Городок Тракторостроителей 2-й квартал",Mirzo Ulugbek,2,60.0,6,9,34000,41.3292204,69.3473509,566.6666666666666
"город Ташкент, Mirzo Ulugbek район, Олой",Mirzo Ulugbek,2,43.0,1,4,30500,41.3171406,69.2892434,709.3023255813954
"город Ташкент, Uchtepa район, Чиланзар 15-й квартал",Uchtepa,2,45.0,4,5,28500,41.2953086,69.182706,633.3333333333334
"город Ташкент, Yunusobod район, Юнусабад 17-й квартал",Yunusobod,3,70.0,3,9,41000,41.3667092,69.3101029,585.7142857142857
"город Ташкент, Mirzo Ulugbek район, Аккурган",Mirzo Ulugbek,3,72.0,5,5,45000,41.322142,69.303611,625.0
"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",Chilonzor,3,70.0,3,4,52000,41.2894422,69.2058023,742.8571428571429
"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",Chilonzor,3,68.0,2,4,53000,41.2894422,69.2058023,779.4117647058823
"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",Chilonzor,2,42.0,4,4,31000,41.2894422,69.2058023,738.0952380952381
"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",Chilonzor,1,30.0,3,4,28500,41.2894422,69.2058023,950.0
"город Ташкент, Mirzo Ulugbek район, Хумаюн",Mirzo Ulugbek,3,95.0,5,5,50000,41.3427418,69.3875774,526.3157894736842
"город Ташкент, Yunusobod район, ТашГРЭС",Yunusobod,1,28.0,3,5,25000,41.3802576,69.3696992,892.8571428571429
"город Ташкент, Yunusobod район, Юнусабад 7-й квартал",Yunusobod,2,52.0,3,4,33000,41.3716355,69.2691287,634.6153846153846
"город Ташкент, Mirzo Ulugbek район, Городок Тракторостроителей 2-й квартал",Mirzo Ulugbek,2,43.0,4,4,28500,41.3292204,69.3473509,662.7906976744187
"город Ташкент, Yunusobod район, Юнусабад 8-й квартал",Yunusobod,4,100.0,8,9,53000,41.3714709,69.2810486,530.0
"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,2,50.0,5,5,35000,41.3215876,69.3230626,700.0
"город Ташкент, Yunusobod район, Юнусабад 7-й квартал",Yunusobod,2,50.0,4,4,32000,41.3716355,69.2691287,640.0
"город Ташкент, Yunusobod район, Юнусабад 16-й квартал",Yunusobod,2,58.0,3,9,34000,41.3825869,69.3019081,586.2068965517242
"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,2,55.0,5,5,35000,41.3215876,69.3230626,636.3636363636364
"город Ташкент, Yunusobod район, Юнусабад 10-й квартал",Yunusobod,3,78.0,4,5,43000,41.3804352,69.2840285,551.2820512820513
"город Ташкент, Yunusobod район, Юнусабад 15-й квартал",Yunusobod,2,50.0,4,4,33500,41.3776023,69.3041431,670.0
"город Ташкент, Yunusobod район, Юнусабад 4-й квартал",Yunusobod,4,85.0,3,4,57000,41.3653679,69.2773236,670.5882352941177
"город Ташкент, Yunusobod район, Юнусабад 9-й квартал",Yunusobod,3,78.0,5,5,43000,41.374408,69.2771853,551.2820512820513
"город Ташкент, Mirzo Ulugbek район, Дархан-3",Mirzo Ulugbek,2,50.0,2,4,35500,41.3196336,69.2985928,710.0
"город Ташкент, Yunusobod район, Юнусабад 6-й квартал",Yunusobod,3,76.0,4,4,41000,41.3683947,69.2646587,539.4736842105264
"город Ташкент, Yunusobod район, Юнусабад 9-й квартал",Yunusobod,4,100.0,7,9,53000,41.374408,69.2771853,530.0
"город Ташкент, Yunusobod район, Юнусабад 15-й квартал",Yunusobod,4,86.0,3,5,55000,41.3776023,69.3041431,639.5348837209302
"город Ташкент, Yakkasaroy район, Юсуфа Хос Ходжиба",Yakkasaroy,3,85.0,3,4,90000,41.2986859,69.2595082,1058.8235294117646
"город Ташкент, Yunusobod район, Юнусабад 1-й квартал",Yunusobod,2,54.0,2,3,29000,41.369675,69.293694,537.0370370370371
"город Ташкент, Yunusobod район, Шахристанская",Yunusobod,2,57.0,2,2,24000,41.3507755,69.2873919,421.05263157894734
"город Ташкент, Mirzo Ulugbek район, мв.Феруза",Mirzo Ulugbek,4,93.0,3,4,56700,41.3604641,69.3673417,609.6774193548387
"город Ташкент, Yunusobod район, Юнусабад 8-й квартал",Yunusobod,5,110.0,3,9,68000,41.3714709,69.2810486,618.1818181818181
"город Ташкент, Mirobod район, Массив Госпитальный",Mirobod,2,45.0,2,9,37000,41.2930698,69.2830443,822.2222222222222
"город Ташкент, Yakkasaroy район, Башлык",Yakkasaroy,2,54.0,5,5,35500,41.2697288,69.2512486,657.4074074074074
"город Ташкент, Shayhontohur район, Салом алейкум",Shayhontohur,2,60.0,3,4,42000,41.3275402,69.2102725,700.0
"город Ташкент, Yunusobod район, Юнусабад 9-й квартал",Yunusobod,3,78.0,6,9,45000,41.374408,69.2771853,576.9230769230769
"город Ташкент, Yakkasaroy район, Юсуфа Хос Ходжиба",Yakkasaroy,3,85.0,3,4,85000,41.2986859,69.2595082,1000.0
"город Ташкент, Yunusobod район, Юнусабад 10-й квартал",Yunusobod,4,100.0,4,9,60000,41.3804352,69.2840285,600.0
"город Ташкент, Yunusobod район, Юнусабад 9-й квартал",Yunusobod,3,78.0,3,5,59500,41.374408,69.2771853,762.8205128205128
"город Ташкент, Mirzo Ulugbek район, Ялангач",Mirzo Ulugbek,4,78.0,1,5,49994,41.3606566,69.3548004,640.9487179487179
"город Ташкент, Yunusobod район, Кашгар",Yunusobod,1,38.0,3,4,48499,41.3197131,69.2773236,1276.2894736842106
"город Ташкент, Yunusobod район, Кашгар",Yunusobod,2,60.0,9,9,50000,41.3197131,69.2773236,833.3333333333334
"город Ташкент, Mirzo Ulugbek район, Аккурган",Mirzo Ulugbek,2,50.0,3,4,51500,41.322142,69.303611,1030.0
"город Ташкент, Yunusobod район, Олой Бозори",Yunusobod,2,62.0,9,9,52000,41.3188889,69.2844444,838.7096774193549
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,2,61.0,9,9,56500,41.3104865,69.2922234,926.2295081967213
"город Ташкент, Mirzo Ulugbek район, Олой",Mirzo Ulugbek,1,45.0,5,18,57000,41.3171406,69.2892434,1266.6666666666667
"город Ташкент, Mirzo Ulugbek район, Олой",Mirzo Ulugbek,3,77.0,4,4,65500,41.3171406,69.2892434,850.6493506493506
"город Ташкент, Yunusobod район, Киёт",Yunusobod,3,68.0,3,4,68000,41.3245206,69.2773236,1000.0
"город Ташкент, Mirzo Ulugbek район, Аккурган",Mirzo Ulugbek,3,73.0,4,4,68000,41.322142,69.303611,931.5068493150685
"город Ташкент, Yunusobod район, Минор",Yunusobod,2,60.0,1,9,70500,41.3298867,69.2803036,1175.0
"город Ташкент, Yunusobod район, Кашгар",Yunusobod,4,83.0,2,4,71000,41.3197131,69.2773236,855.4216867469879
"город Ташкент, Yunusobod район, Кашгар",Yunusobod,4,87.0,3,4,72500,41.3197131,69.2773236,833.3333333333334
"город Ташкент, Yunusobod район, Кашгар",Yunusobod,3,80.0,2,4,72500,41.3197131,69.2773236,906.25
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,3,70.0,1,4,72500,41.3104865,69.2922234,1035.7142857142858
"город Ташкент, Yunusobod район, Кашгар",Yunusobod,4,90.0,2,4,78000,41.3197131,69.2773236,866.6666666666666
"город Ташкент, Yunusobod район, Минор",Yunusobod,4,88.0,4,4,78000,41.3298867,69.2803036,886.3636363636364
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,3,73.0,4,4,78000,41.3104865,69.2922234,1068.4931506849316
"город Ташкент, Yunusobod район, Минор",Yunusobod,4,82.0,3,4,81000,41.3298867,69.2803036,987.8048780487804
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,2,42.0,2,4,81000,41.3104865,69.2922234,1928.5714285714287
"город Ташкент, Mirzo Ulugbek район, Дархан",Mirzo Ulugbek,3,100.0,6,6,84000,41.3200874,69.3013967,840.0
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,4,110.0,3,9,88000,41.3104865,69.2922234,800.0
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,3,80.0,3,4,111000,41.3104865,69.2922234,1387.5
"город Ташкент, Yunusobod район, Кашгар",Yunusobod,4,80.0,3,4,94000,41.3197131,69.2773236,1175.0
"город Ташкент, Mirzo Ulugbek район, Карасу 3-й квартал",Mirzo Ulugbek,3,90.0,5,5,50000,41.3326551,69.3689542,555.5555555555555
"город Ташкент, Yashnobod район, Паркент",Yashnobod,3,75.0,8,9,40000,41.3146381,69.3228615,533.3333333333334
"город Ташкент, Mirzo Ulugbek район, Аккурган",Mirzo Ulugbek,3,70.0,5,5,46500,41.322142,69.303611,664.2857142857143
"город Ташкент, Mirobod район, Ферганская",Mirobod,3,65.0,4,4,38500,41.2788072,69.3057451,592.3076923076923
"город Ташкент, Mirzo Ulugbek район, Феруза-2",Mirzo Ulugbek,5,100.0,4,4,48000,41.3550649,69.3585936,480.0
"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",Chilonzor,2,53.0,1,4,41500,41.2916859,69.2177228,783.0188679245283
"город Ташкент, Yunusobod район, Киёт",Yunusobod,3,80.0,4,4,62000,41.3245206,69.2773236,775.0
"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",Chilonzor,2,63.0,5,9,39500,41.2894422,69.2058023,626.984126984127
"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",Chilonzor,2,56.0,5,12,38500,41.2916859,69.2177228,687.5
"город Ташкент, Yashnobod район, Тузель 2-й квартал",Yashnobod,2,70.0,2,4,37000,41.292043,69.3607599,528.5714285714286
"город Ташкент, Chilonzor район, Шарк",Chilonzor,2,45.0,2,4,35000,41.3112269,69.2701272,777.7777777777778
"город Ташкент, Yunusobod район, Юнусабад 15-й квартал",Yunusobod,3,70.0,4,4,46200,41.3776023,69.3041431,660.0
"город Ташкент, Yunusobod район, Юнусабад 9-й квартал",Yunusobod,4,92.0,5,5,41500,41.374408,69.2771853,451.0869565217391
"город Ташкент, Shayhontohur район, Жангох",Shayhontohur,3,80.0,2,8,86000,41.3289182,69.2527386,1075.0
"город Ташкент, Olmzor район, Бешкурган 2-й квартал",Olmzor,2,52.0,1,5,35000,41.3693776,69.1986902,673.0769230769231
"город Ташкент, Mirobod район, Чимкент",Mirobod,4,100.0,2,4,110000,41.2799769,69.3049768,1100.0
"город Ташкент, Yashnobod район, Истикбол",Yashnobod,2,97.0,6,8,155000,41.3052026,69.2856753,1597.9381443298969
"город Ташкент, Chilonzor район, проспект Бунёдкор",Chilonzor,1,29.0,3,4,30000,41.2753331,69.2052868,1034.4827586206898
"город Ташкент, Mirobod район, Фаровон",Mirobod,2,115.0,7,8,160000,41.2758912,69.2937133,1391.304347826087
"город Ташкент, Mirzo Ulugbek район, Дархан",Mirzo Ulugbek,4,120.0,5,5,100000,41.3200874,69.3013967,833.3333333333334
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,2,60.0,3,4,102000,41.3104865,69.2922234,1700.0
"город Ташкент, Mirobod район, Госпитальный",Mirobod,4,112.0,4,9,87000,41.295316,69.275364,776.7857142857143
"город Ташкент, Shayhontohur район, Себзар",Shayhontohur,3,96.0,4,7,110000,41.3333453,69.2475235,1145.8333333333333
"город Ташкент, Mirzo Ulugbek район, Навнихол",Mirzo Ulugbek,2,56.0,1,2,35000,41.3462538,69.3323894,625.0
"город Ташкент, Yunusobod район, Шахристанская",Yunusobod,1,33.0,2,4,24300,41.3507755,69.2873919,736.3636363636364
"город Ташкент, Chilonzor район, 1-й проезд Катартал",Chilonzor,1,29.0,3,4,30000,41.2950648,69.2074731,1034.4827586206898
"город Ташкент, Uchtepa район, Фозилтепа улица",Uchtepa,2,60.0,1,9,28000,41.2937955,69.1730881,466.6666666666667
"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,2,45.0,2,4,37000,41.2948119,69.2087824,822.2222222222222
"город Ташкент, Mirobod район, Массив Госпитальный",Mirobod,1,42.0,7,9,45000,41.2930698,69.2830443,1071.4285714285713
"город Ташкент, Mirobod район, Айбека (пр-т Косманавтов) ",Mirobod,2,65.0,4,9,80000,41.2983828,69.2730715,1230.7692307692307
"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",Chilonzor,4,80.0,5,5,52000,41.2916859,69.2177228,650.0
"город Ташкент, Mirobod район, 1-й Нукусский проезд",Mirobod,3,65.0,3,4,65000,41.2890324,69.2729933,1000.0
"город Ташкент, Chilonzor район, Алмазар",Chilonzor,3,96.0,2,9,65000,41.2573956,69.1959189,677.0833333333334
"город Ташкент, Yashnobod район, Садыка Азимова",Yashnobod,7,360.0,5,6,300000,41.3052221,69.2898134,833.3333333333334
"город Ташкент, Yashnobod район, Садыка Азимова",Yashnobod,2,60.0,4,5,70000,41.3052221,69.2898134,1166.6666666666667
"город Ташкент, Yunusobod район, Киёт",Yunusobod,1,50.0,7,9,37500,41.3245206,69.2773236,750.0
"город Ташкент, Mirzo Ulugbek район, Асака",Mirzo Ulugbek,5,200.0,1,5,195000,41.3163152,69.3020656,975.0
"город Ташкент, Mirobod район, Госпитальный",Mirobod,2,61.0,6,9,52000,41.295316,69.275364,852.4590163934427
"город Ташкент, Uchtepa район, Чиланзар 23-й квартал",Uchtepa,3,74.0,6,9,43200,41.2867929,69.1789807,583.7837837837837
"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",Chilonzor,3,96.0,2,4,85000,41.2916859,69.2177228,885.4166666666666
"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",Chilonzor,3,90.0,10,12,63000,41.2916859,69.2177228,700.0
"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",Chilonzor,2,52.0,1,4,41000,41.2916859,69.2177228,788.4615384615385
"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",Chilonzor,5,140.0,4,9,120000,41.2916859,69.2177228,857.1428571428571
"город Ташкент, Chilonzor район, Чиланзар 4-й квартал",Chilonzor,2,52.0,1,4,40000,41.2837307,69.2169777,769.2307692307693
"город Ташкент, Chilonzor район, Чиланзар 3-й квартал",Chilonzor,3,97.0,1,4,130000,41.2855934,69.223683,1340.2061855670104
"город Ташкент, Mirobod район, Тарас Шевченко",Mirobod,4,180.0,4,7,210000,41.2991561,69.2785087,1166.6666666666667
"город Ташкент, Chilonzor район, Чиланзар 3-й квартал",Chilonzor,2,45.0,4,4,37500,41.2855934,69.223683,833.3333333333334
"город Ташкент, Mirobod район, Цум",Mirobod,3,80.0,2,4,80000,41.3086111,69.2691667,1000.0
"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,3,56.0,4,4,44500,41.2807837,69.223683,794.6428571428571
"город Ташкент, Mirobod район, Цум",Mirobod,1,40.0,3,4,59500,41.3086111,69.2691667,1487.5
"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,2,50.0,2,4,42500,41.2807837,69.223683,850.0
"город Ташкент, Olmzor район, обводная  Нурафшон",Olmzor,2,70.0,5,7,43000,41.2994958,69.2400734,614.2857142857143
"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,1,29.0,1,4,26500,41.2807837,69.223683,913.7931034482758
"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,3,62.0,2,4,47000,41.2807837,69.223683,758.0645161290323
"город Ташкент, Mirobod район, Кунаева",Mirobod,3,75.0,7,9,65000,41.2968147,69.268476,866.6666666666666
"город Ташкент, Yashnobod район, Чилонота",Yashnobod,2,87.0,4,6,39150,41.2694532,69.3531692,450.0
"город Ташкент, Chilonzor район, Чиланзар 1-й квартал",Chilonzor,2,64.0,4,4,42200,41.2847707,69.2288981,659.375
"город Ташкент, Chilonzor район, Чупон-Ота",Chilonzor,3,67.0,4,4,46000,41.2902787,69.1839655,686.5671641791045
"город Ташкент, Mirobod район, Госпитальный",Mirobod,4,119.0,6,9,84500,41.295316,69.275364,710.0840336134454
"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,3,75.0,7,9,69000,41.2948119,69.2087824,920.0
"город Ташкент, Yashnobod район, Чилонота",Yashnobod,3,84.0,6,6,33600,41.2694532,69.3531692,400.0
"город Ташкент, Chilonzor район, Чиланзар 3-й квартал",Chilonzor,3,97.0,1,4,130000,41.2855934,69.223683,1340.2061855670104
"город Ташкент, Mirobod район, Тарас Шевченко",Mirobod,4,180.0,4,7,210000,41.2991561,69.2785087,1166.6666666666667
"город Ташкент, Chilonzor район, Чиланзар 3-й квартал",Chilonzor,2,45.0,4,4,37500,41.2855934,69.223683,833.3333333333334
"город Ташкент, Mirobod район, Цум",Mirobod,3,80.0,2,4,80000,41.3086111,69.2691667,1000.0
"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,3,56.0,4,4,44500,41.2807837,69.223683,794.6428571428571
"город Ташкент, Mirobod район, Цум",Mirobod,1,40.0,3,4,59500,41.3086111,69.2691667,1487.5
"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,2,50.0,2,4,42500,41.2807837,69.223683,850.0
"город Ташкент, Olmzor район, обводная  Нурафшон",Olmzor,2,70.0,5,7,43000,41.2994958,69.2400734,614.2857142857143
"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,1,29.0,1,4,26500,41.2807837,69.223683,913.7931034482758
"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,3,62.0,2,4,47000,41.2807837,69.223683,758.0645161290323
"город Ташкент, Mirobod район, Кунаева",Mirobod,3,75.0,7,9,65000,41.2968147,69.268476,866.6666666666666
"город Ташкент, Yashnobod район, Чилонота",Yashnobod,2,87.0,4,6,39150,41.2694532,69.3531692,450.0
"город Ташкент, Chilonzor район, Чиланзар 1-й квартал",Chilonzor,2,64.0,4,4,42200,41.2847707,69.2288981,659.375
"город Ташкент, Chilonzor район, Чупон-Ота",Chilonzor,3,67.0,4,4,46000,41.2902787,69.1839655,686.5671641791045
"город Ташкент, Mirobod район, Госпитальный",Mirobod,4,119.0,6,9,84500,41.295316,69.275364,710.0840336134454
"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,3,75.0,7,9,69000,41.2948119,69.2087824,920.0
"город Ташкент, Yashnobod район, Чилонота",Yashnobod,3,84.0,6,6,33600,41.2694532,69.3531692,400.0
"город Ташкент, Olmzor район, Каракамыш квартал 2/4",Olmzor,5,96.0,4,4,51000,41.2807837,69.223683,531.25
"город Ташкент, Yunusobod район, Юнусабад 4-й квартал",Yunusobod,2,60.0,7,9,63000,41.3653679,69.2773236,1050.0
"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",Chilonzor,3,111.0,5,6,80000,41.2829494,69.1968618,720.7207207207207
"город Ташкент, Olmzor район, Фараби",Olmzor,3,102.0,2,7,74970,41.3461242,69.2037311,735.0
"город Ташкент, Shayhontohur район, Караташ",Shayhontohur,3,75.0,12,12,36000,41.3141622,69.2368973,480.0
"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",Chilonzor,3,110.0,4,5,100000,41.2894422,69.2058023,909.0909090909091
"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",Chilonzor,2,68.0,4,6,68000,41.2894422,69.2058023,1000.0
"город Ташкент, Uchtepa район, Изза",Uchtepa,4,107.0,1,2,60000,41.2821153,69.1576663,560.7476635514018
"город Ташкент, Uchtepa район, 1-й проезд Изза",Uchtepa,4,100.0,9,9,50000,41.2821153,69.1576663,500.0
"город Ташкент, Sergeli район, Куйлюк 6-й квартал",Sergeli,3,78.0,1,5,49200,41.246917,69.2899884,630.7692307692307
"город Ташкент, Uchtepa район, 1-й проезд Изза",Uchtepa,4,98.0,5,9,60700,41.2821153,69.1576663,619.3877551020408
"город Ташкент, Yunusobod район, ТашГРЭС",Yunusobod,2,43.0,1,2,24000,41.3802576,69.3696992,558.1395348837209
"город Ташкент, Uchtepa район, Такачи",Uchtepa,3,92.0,6,9,60000,41.3178861,69.1566894,652.1739130434783
